term,definition,source_glossary,math_area,scope,extraction_method,section,term_wikilink,is_stub,has_math,has_disambiguation,line_number,definition_wikilinks_count
twin prime,"A twin prime is a prime number that is 2 less or 2 more than another prime number. For example, 7 is a twin prime, since it is prime and 5 is also prime.",Glossary of number theory,number_theory,primary,template,T,,False,False,False,339,1
valuation,valuation (algebra),Glossary of number theory,number_theory,primary,template,V,,False,False,False,348,1
valued field,A valued field is a field with a valuation on it.,Glossary of number theory,number_theory,primary,template,V,,False,False,False,351,1
Vojta,Vojta's conjecture,Glossary of number theory,number_theory,primary,template,V,,False,False,False,354,1
Wilson's theorem,Wilson's theorem states that n > 1 is prime if and only if (n-1)! is congruent to -1 mod n.,Glossary of number theory,number_theory,primary,template,W,,False,False,False,363,1
Acyclic,"A binary relation is acyclic if it contains no ""cycles"": equivalently, its transitive closure is antisymmetric.",Glossary of order theory,discrete_applied,primary,bold_bullet,A,,False,False,False,13,3
Adjoint,See Galois connection.,Glossary of order theory,discrete_applied,primary,bold_bullet,A,,True,False,False,14,0
Alexandrov topology,"For a preordered set P, any upper set O is Alexandrov-open. Inversely, a topology is Alexandrov if any intersection of open sets is open.",Glossary of order theory,discrete_applied,primary,bold_bullet,A,Alexandrov topology,False,False,False,15,0
Algebraic poset,A poset is algebraic if it has a base of compact elements.,Glossary of order theory,discrete_applied,primary,bold_bullet,A,Algebraic poset,False,False,False,16,0
Antichain,"An antichain is a poset in which no two elements are comparable, i.e., there are no two distinct elements x and y such that x ≤ y. In other words, the order relation of an antichain is just the identity relation.",Glossary of order theory,discrete_applied,primary,bold_bullet,A,Antichain,False,False,False,17,0
Approximates relation,See way-below relation.,Glossary of order theory,discrete_applied,primary,bold_bullet,A,,True,False,False,18,0
Antisymmetric relation,"A homogeneous relation R on a set X is antisymmetric, if x R y and y R x implies x = y, for all elements x, y in X.",Glossary of order theory,discrete_applied,primary,bold_bullet,A,,False,False,False,19,2
Antitone,"An antitone function f between posets P and Q is a function for which, for all elements x, y of P, x ≤ y (in P) implies f(y) ≤ f(x) (in Q). Another name for this property is order-reversing. In analysis, in the presence of total orders, such functions are often called monotonically decreasing, but this is not a very convenient description when dealing with non-total orders. The dual notion is called monotone or order-preserving.",Glossary of order theory,discrete_applied,primary,bold_bullet,A,,False,False,False,20,3
Asymmetric relation,"A homogeneous relation R on a set X is asymmetric, if x R y implies not y R x, for all elements x, y in X.",Glossary of order theory,discrete_applied,primary,bold_bullet,A,Asymmetric relation,False,False,False,21,1
Atom,"An atom in a poset P with least element 0, is an element that is minimal among all elements that are unequal to 0.",Glossary of order theory,discrete_applied,primary,bold_bullet,A,Atom (order theory),False,False,False,22,0
Atomic,"An atomic poset P with least element 0 is one in which, for every non-zero element x of P, there is an atom a of P with a ≤ x.",Glossary of order theory,discrete_applied,primary,bold_bullet,A,,False,False,False,23,0
Base,See continuous poset.,Glossary of order theory,discrete_applied,primary,bold_bullet,B,,True,False,False,27,0
Binary relation,A binary relation over two sets $X \text{ and } Y$ is a subset of their Cartesian product $X \times Y.$,Glossary of order theory,discrete_applied,primary,bold_bullet,B,Binary relation,False,True,False,28,1
Boolean algebra,"A Boolean algebra is a distributive lattice with least element 0 and greatest element 1, in which every element x has a complement ¬x, such that x ∧ ¬x = 0 and x ∨ ¬x = 1.",Glossary of order theory,discrete_applied,primary,bold_bullet,B,Boolean algebra (structure),False,False,False,29,0
Bounded poset,A bounded poset is one that has a least element and a greatest element.,Glossary of order theory,discrete_applied,primary,bold_bullet,B,Bounded poset,False,False,False,30,1
Bounded complete,A poset is bounded complete if every of its subsets with some upper bound also has a least such upper bound. The dual notion is not common.,Glossary of order theory,discrete_applied,primary,bold_bullet,B,Bounded complete,False,False,False,31,1
Chain,A chain is a totally ordered set or a totally ordered subset of a poset. See also .,Glossary of order theory,discrete_applied,primary,bold_bullet,C,Total order#Chains,False,False,False,35,0
Chain complete,A partially ordered set in which every chain has a least upper bound.,Glossary of order theory,discrete_applied,primary,bold_bullet,C,Chain complete,False,False,False,36,3
Closure operator,"A closure operator on the poset P is a function C : P → P that is monotone, idempotent, and satisfies C(x) ≥ x for all x in P.",Glossary of order theory,discrete_applied,primary,bold_bullet,C,Closure operator,False,False,False,37,1
Compact,"An element x of a poset is compact if it is way below itself, i.e. x<<x. One also says that such an x is .",Glossary of order theory,discrete_applied,primary,bold_bullet,C,Compact element,False,False,False,38,1
Comparable,Two elements x and y of a poset P are comparable if either x ≤ y or y ≤ x.,Glossary of order theory,discrete_applied,primary,bold_bullet,C,Comparability,False,False,False,39,0
Comparability graph,"The comparability graph of a poset (P, ≤) is the graph with vertex set P in which the edges are those pairs of distinct elements of P that are comparable under ≤ (and, in particular, under its reflexive reduction <).",Glossary of order theory,discrete_applied,primary,bold_bullet,C,Comparability graph,False,False,False,40,1
Complete Boolean algebra,A Boolean algebra that is a complete lattice.,Glossary of order theory,discrete_applied,primary,bold_bullet,C,Complete Boolean algebra,False,False,False,41,1
Complete Heyting algebra,A Heyting algebra that is a complete lattice is called a complete Heyting algebra. This notion coincides with the concepts frame and locale.,Glossary of order theory,discrete_applied,primary,bold_bullet,C,Complete Heyting algebra,False,False,False,42,1
Complete lattice,A complete lattice is a poset in which arbitrary (possibly infinite) joins (suprema) and meets (infima) exist.,Glossary of order theory,discrete_applied,primary,bold_bullet,C,Complete lattice,False,False,False,43,1
Complete partial order,"A complete partial order, or cpo, is a directed complete partial order (q.v.) with least element.",Glossary of order theory,discrete_applied,primary,bold_bullet,C,Complete partial order,False,False,False,44,1
Complete relation,Synonym for Connected relation.,Glossary of order theory,discrete_applied,primary,bold_bullet,C,,False,False,False,45,1
Complete semilattice,"The notion of a complete semilattice is defined in different ways. As explained in the article on completeness (order theory), any poset for which either all suprema or all infima exist is already a complete lattice. Hence the notion of a complete semilattice is sometimes used to coincide with the one of a complete lattice. In other cases, complete (meet-) semilattices are defined to be bounded complete cpos, which is arguably the most complete class of posets that are not already complete lattices.",Glossary of order theory,discrete_applied,primary,bold_bullet,C,,False,False,False,46,3
Completely distributive lattice,A complete lattice is completely distributive if arbitrary joins distribute over arbitrary meets.,Glossary of order theory,discrete_applied,primary,bold_bullet,C,Completely distributive lattice,False,False,False,47,0
Completion,A completion of a poset is an order-embedding of the poset in a complete lattice.,Glossary of order theory,discrete_applied,primary,bold_bullet,C,,False,False,False,48,1
Completion by cuts,Synonym of Dedekind–MacNeille completion.,Glossary of order theory,discrete_applied,primary,bold_bullet,C,Dedekind–MacNeille completion,False,False,False,49,1
